,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content_Rating,Genres,Last_Updated,Current_Ver,Android_Ver,Pri_Genres,Sec_Genres,Installs_qcut,newlastupdate,lastupdated
26,2626,ART_AND_DESIGN,4.7,20260,25000000.0,500000.0,0,0.0,1,Art & Design;Creativity,2017-10-11,1.0.8,4.0.3 and up,3,Creativity,1,2017-10-11,-301
27,745,ART_AND_DESIGN,4.1,203,6100000.0,100000.0,0,0.0,1,Art & Design,2018-03-21,1.03,4.0.3 and up,3,Art & Design,1,2018-03-21,-140
28,6916,ART_AND_DESIGN,3.9,136,4600000.0,10000.0,0,0.0,1,Art & Design,2018-07-12,6.0,2.3 and up,3,Art & Design,0,2018-07-12,-27
29,3861,ART_AND_DESIGN,4.1,223,4200000.0,100000.0,0,0.0,1,Art & Design,2017-08-22,1.0,2.3 and up,3,Art & Design,1,2017-08-22,-351
30,7007,ART_AND_DESIGN,4.2,1120,9200000.0,100000.0,0,0.0,1,Art & Design,2018-07-12,6.7.12.2018,4.0.3 and up,3,Art & Design,1,2018-07-12,-27
31,821,ART_AND_DESIGN,4.1,227,5200000.0,50000.0,0,0.0,1,Art & Design,2018-05-31,1.2,2.3 and up,3,Art & Design,1,2018-05-31,-69
32,749,ART_AND_DESIGN,4.5,5035,11000000.0,100000.0,0,0.0,1,Art & Design,2018-07-19,2.20,4.0 and up,3,Art & Design,1,2018-07-19,-20
33,3860,ART_AND_DESIGN,4.2,1015,11000000.0,100000.0,0,0.0,1,Art & Design,2018-01-06,1.1.0,4.1 and up,3,Art & Design,1,2018-01-06,-214
34,5306,ART_AND_DESIGN,4.7,353,4200000.0,10000.0,0,0.0,4,Art & Design,2018-04-27,1.6,4.1 and up,3,Art & Design,0,2018-04-27,-103
35,5269,ART_AND_DESIGN,3.8,564,9200000.0,100000.0,0,0.0,1,Art & Design,2018-07-11,2.1,4.1 and up,3,Art & Design,1,2018-07-11,-28
36,8678,ART_AND_DESIGN,4.7,8145,24000000.0,500000.0,0,0.0,1,Art & Design;Creativity,2018-08-02,1.0.9,4.4 and up,3,Creativity,1,2018-08-02,-6
37,4532,ART_AND_DESIGN,4.1,36639,12492307.692307692,5000000.0,0,0.0,1,Art & Design,2018-07-14,Varies with device,2.3.3 and up,3,Art & Design,2,2018-07-14,-25
38,6833,ART_AND_DESIGN,4.7,158,11000000.0,10000.0,0,0.0,1,Art & Design,2017-11-29,1.3,4.0.3 and up,3,Art & Design,0,2017-11-29,-252
39,5261,ART_AND_DESIGN,4.0,591,9400000.0,500000.0,0,0.0,1,Art & Design,2018-03-31,1,4.0 and up,3,Art & Design,1,2018-03-31,-130
40,3455,ART_AND_DESIGN,4.2,117,15000000.0,10000.0,0,0.0,1,Art & Design,2018-07-20,2.0.1,4.0.3 and up,3,Art & Design,0,2018-07-20,-19
41,7621,ART_AND_DESIGN,4.5,176,10000000.0,100000.0,0,0.0,1,Art & Design,2018-04-02,1.0,4.0.3 and up,3,Art & Design,1,2018-04-02,-128
42,8334,ART_AND_DESIGN,4.4,295221,12492307.692307692,10000000.0,0,0.0,1,Art & Design,2018-07-30,Varies with device,Varies with device,3,Art & Design,3,2018-07-30,-9
43,6871,ART_AND_DESIGN,3.8,2206,1200000.0,100000.0,0,0.0,1,Art & Design;Creativity,2018-04-15,1.46,4.1 and up,3,Creativity,1,2018-04-15,-115
44,7102,ART_AND_DESIGN,4.2,26,12000000.0,10000.0,0,0.0,1,Art & Design,2018-01-03,1.0.0,4.1 and up,3,Art & Design,0,2018-01-03,-217
45,2372,ART_AND_DESIGN,4.7,174531,24000000.0,10000000.0,0,0.0,1,Art & Design,2018-07-31,1.6.1,4.1 and up,3,Art & Design,3,2018-07-31,-8
46,5400,ART_AND_DESIGN,4.6,1070,26000000.0,100000.0,0,0.0,1,Art & Design,2017-11-14,1.6,4.1 and up,3,Art & Design,1,2017-11-14,-267
47,5843,ART_AND_DESIGN,4.2,85,8000000.0,100000.0,0,0.0,1,Art & Design,2017-12-17,2.0.0,4.1 and up,3,Art & Design,1,2017-12-17,-234
48,5262,ART_AND_DESIGN,4.3,845,7900000.0,100000.0,0,0.0,1,Art & Design,2018-05-28,1.0,2.3 and up,3,Art & Design,1,2018-05-28,-72
49,6297,AUTO_AND_VEHICLES,4.2,367,25000000.0,100000.0,0,0.0,1,Auto & Vehicles,2018-05-10,1.0,4.0.3 and up,4,Auto & Vehicles,1,2018-05-10,-90
50,7380,AUTO_AND_VEHICLES,4.0,1598,56000000.0,1000000.0,0,0.0,1,Auto & Vehicles,2018-07-26,11.0,4.1 and up,4,Auto & Vehicles,1,2018-07-26,-13
51,8714,AUTO_AND_VEHICLES,3.8,284,57000000.0,100000.0,0,0.0,1,Auto & Vehicles,2018-07-26,3.0,4.1 and up,4,Auto & Vehicles,1,2018-07-26,-13
52,8757,AUTO_AND_VEHICLES,4.6,17057,20037146.666666668,1000000.0,0,0.0,1,Auto & Vehicles,2018-07-30,Varies with device,Varies with device,4,Auto & Vehicles,1,2018-07-30,-9
53,695,AUTO_AND_VEHICLES,3.9,129,35000000.0,100000.0,0,0.0,1,Auto & Vehicles,2018-07-26,3.0,4.1 and up,4,Auto & Vehicles,1,2018-07-26,-13
54,6719,AUTO_AND_VEHICLES,4.3,542,33000000.0,100000.0,0,0.0,1,Auto & Vehicles,2018-07-31,4.0,4.1 and up,4,Auto & Vehicles,1,2018-07-31,-8
55,8470,AUTO_AND_VEHICLES,4.9,10479,33000000.0,100000.0,0,0.0,1,Auto & Vehicles,2018-07-18,1.7.1,4.0 and up,4,Auto & Vehicles,1,2018-07-18,-21
56,4811,AUTO_AND_VEHICLES,4.4,805,5600000.0,50000.0,0,0.0,1,Auto & Vehicles,2018-07-29,2.5.1,4.4 and up,4,Auto & Vehicles,1,2018-07-29,-10
57,4071,AUTO_AND_VEHICLES,4.2,129,54000000.0,100000.0,0,0.0,1,Auto & Vehicles,2018-07-26,3.0,4.1 and up,4,Auto & Vehicles,1,2018-07-26,-13
58,7440,AUTO_AND_VEHICLES,4.0,1403,201000.0,100000.0,0,0.0,1,Auto & Vehicles,2014-08-26,1.0.1,2.2 and up,4,Auto & Vehicles,1,2014-08-26,-1443
59,7290,AUTO_AND_VEHICLES,3.9,3971,3600000.0,100000.0,0,0.0,1,Auto & Vehicles,2018-07-30,2.493,4.4 and up,4,Auto & Vehicles,1,2018-07-30,-9
60,2552,AUTO_AND_VEHICLES,4.6,534,5700000.0,10000.0,0,0.0,1,Auto & Vehicles,2018-07-08,1.9.1,4.0.3 and up,4,Auto & Vehicles,0,2018-07-08,-31
61,1955,AUTO_AND_VEHICLES,4.9,7774,17000000.0,100000.0,0,0.0,1,Auto & Vehicles,2018-07-03,1.7,4.2 and up,4,Auto & Vehicles,1,2018-07-03,-36
62,9452,AUTO_AND_VEHICLES,4.3,38846,8600000.0,1000000.0,0,0.0,1,Auto & Vehicles,2018-07-28,2.20 Build 02,4.1 and up,4,Auto & Vehicles,1,2018-07-28,-11
63,4647,AUTO_AND_VEHICLES,4.6,2431,2400000.0,100000.0,0,0.0,1,Auto & Vehicles,2018-06-12,1.37,4.0 and up,4,Auto & Vehicles,1,2018-06-12,-57
64,2966,AUTO_AND_VEHICLES,4.9,6090,27000000.0,100000.0,0,0.0,1,Auto & Vehicles,2018-07-03,1.7,4.2 and up,4,Auto & Vehicles,1,2018-07-03,-36
65,2483,AUTO_AND_VEHICLES,3.9,295,2700000.0,10000.0,0,0.0,1,Auto & Vehicles,2018-07-30,0.2.1,4.4 and up,4,Auto & Vehicles,0,2018-07-30,-9
66,8756,AUTO_AND_VEHICLES,4.0,190,2500000.0,50000.0,0,0.0,1,Auto & Vehicles,2016-10-14,1.0,2.3 and up,4,Auto & Vehicles,1,2016-10-14,-663
67,8723,AUTO_AND_VEHICLES,4.3,40211,20037146.666666668,5000000.0,0,0.0,1,Auto & Vehicles,2018-07-30,Varies with device,Varies with device,4,Auto & Vehicles,2,2018-07-30,-9
68,7293,AUTO_AND_VEHICLES,3.9,356,20037146.666666668,100000.0,0,0.0,1,Auto & Vehicles,2018-05-25,Varies with device,Varies with device,4,Auto & Vehicles,1,2018-05-25,-75
69,8760,AUTO_AND_VEHICLES,4.2,52530,7000000.0,5000000.0,0,0.0,1,Auto & Vehicles,2018-07-16,4.47.3,4.0.3 and up,4,Auto & Vehicles,2,2018-07-16,-23
70,4459,AUTO_AND_VEHICLES,4.8,116986,35000000.0,5000000.0,0,0.0,1,Auto & Vehicles,2018-08-02,1.9.7,4.0.3 and up,4,Auto & Vehicles,2,2018-08-02,-6
71,7588,AUTO_AND_VEHICLES,3.6,1379,16000000.0,500000.0,0,0.0,1,Auto & Vehicles,2018-08-02,2.2.21,4.2 and up,4,Auto & Vehicles,1,2018-08-02,-6
72,714,AUTO_AND_VEHICLES,4.2,271920,16000000.0,10000000.0,0,0.0,4,Auto & Vehicles,2018-07-11,Varies with device,5.0 and up,4,Auto & Vehicles,3,2018-07-11,-28
73,6820,AUTO_AND_VEHICLES,4.8,736,20037146.666666668,100000.0,0,0.0,1,Auto & Vehicles,2018-07-29,2.9,2.3.3 and up,4,Auto & Vehicles,1,2018-07-29,-10
74,8471,AUTO_AND_VEHICLES,4.8,7021,17000000.0,500000.0,0,0.0,1,Auto & Vehicles,2018-07-27,1.79,4.0 and up,4,Auto & Vehicles,1,2018-07-27,-12
75,8098,AUTO_AND_VEHICLES,4.6,197,3400000.0,50000.0,0,0.0,1,Auto & Vehicles,2018-06-14,1.3,4.0 and up,4,Auto & Vehicles,1,2018-06-14,-55
76,7091,AUTO_AND_VEHICLES,4.5,737,8900000.0,100000.0,0,0.0,1,Auto & Vehicles,2018-06-08,2.3.5.1,4.1 and up,4,Auto & Vehicles,1,2018-06-08,-61
77,7089,AUTO_AND_VEHICLES,4.3,3574,3900000.0,1000000.0,0,0.0,2,Auto & Vehicles,2018-07-04,1.6,4.0 and up,4,Auto & Vehicles,1,2018-07-04,-35
78,1546,AUTO_AND_VEHICLES,4.5,994,2900000.0,100000.0,0,0.0,1,Auto & Vehicles,2018-03-27,1.6,4.1 and up,4,Auto & Vehicles,1,2018-03-27,-134
79,8469,AUTO_AND_VEHICLES,4.9,197136,38000000.0,1000000.0,0,0.0,1,Auto & Vehicles,2018-07-15,8.31,4.1 and up,4,Auto & Vehicles,1,2018-07-15,-24
80,6994,AUTO_AND_VEHICLES,3.9,142,32000000.0,50000.0,0,0.0,1,Auto & Vehicles,2018-07-24,1.1.5.0,6.0 and up,4,Auto & Vehicles,1,2018-07-24,-15
81,6874,AUTO_AND_VEHICLES,4.4,15168,37000000.0,1000000.0,0,0.0,1,Auto & Vehicles,2018-07-27,10.0.2,4.2 and up,4,Auto & Vehicles,1,2018-07-27,-12
82,8136,AUTO_AND_VEHICLES,4.0,2155,15000000.0,500000.0,0,0.0,1,Auto & Vehicles,2018-07-30,1.10.3,5.0 and up,4,Auto & Vehicles,1,2018-07-30,-9
83,7966,AUTO_AND_VEHICLES,4.3,138,5400000.0,100000.0,0,0.0,1,Auto & Vehicles,2018-07-23,1.0,4.0.3 and up,4,Auto & Vehicles,1,2018-07-23,-16
84,8759,AUTO_AND_VEHICLES,3.7,5414,18000000.0,1000000.0,0,0.0,1,Auto & Vehicles,2018-07-23,3.20.1,4.4 and up,4,Auto & Vehicles,1,2018-07-23,-16
85,2391,AUTO_AND_VEHICLES,4.4,21777,20037146.666666668,1000000.0,0,0.0,1,Auto & Vehicles,2018-08-04,Varies with device,Varies with device,4,Auto & Vehicles,1,2018-08-04,-4
86,1017,AUTO_AND_VEHICLES,4.3,348,38000000.0,100000.0,0,0.0,1,Auto & Vehicles,2018-07-29,1.0.3,2.3 and up,4,Auto & Vehicles,1,2018-07-29,-10
87,7307,AUTO_AND_VEHICLES,3.2,250,1100000.0,100000.0,0,0.0,1,Auto & Vehicles,2018-04-27,1.4,4.0.3 and up,4,Auto & Vehicles,1,2018-04-27,-103
88,869,AUTO_AND_VEHICLES,4.6,13372,20037146.666666668,1000000.0,0,0.0,1,Auto & Vehicles,2018-08-03,Varies with device,Varies with device,4,Auto & Vehicles,1,2018-08-03,-5
89,9300,AUTO_AND_VEHICLES,4.6,7880,20037146.666666668,100000.0,0,0.0,1,Auto & Vehicles,2018-05-10,4.6.5,Varies with device,4,Auto & Vehicles,1,2018-05-10,-90
90,7596,AUTO_AND_VEHICLES,4.5,3617,7900000.0,100000.0,0,0.0,1,Auto & Vehicles,2018-05-16,2.8.2,4.1 and up,4,Auto & Vehicles,1,2018-05-16,-84
91,7591,AUTO_AND_VEHICLES,3.7,4806,35000000.0,1000000.0,0,0.0,1,Auto & Vehicles,2018-07-31,4.0.3,4.0.3 and up,4,Auto & Vehicles,1,2018-07-31,-8
92,4696,AUTO_AND_VEHICLES,4.6,65786,20037146.666666668,1000000.0,0,0.0,1,Auto & Vehicles,2018-08-02,Varies with device,4.0.3 and up,4,Auto & Vehicles,1,2018-08-02,-6
93,9335,AUTO_AND_VEHICLES,4.6,31433,17000000.0,1000000.0,0,0.0,1,Auto & Vehicles,2018-08-02,1.40,4.0.3 and up,4,Auto & Vehicles,1,2018-08-02,-6
94,8758,AUTO_AND_VEHICLES,4.6,5097,19000000.0,1000000.0,0,0.0,1,Auto & Vehicles,2018-07-23,1.5.18,4.0.3 and up,4,Auto & Vehicles,1,2018-07-23,-16
95,663,AUTO_AND_VEHICLES,4.0,1754,14000000.0,500000.0,0,0.0,1,Auto & Vehicles,2018-06-02,2.3.4,4.0 and up,4,Auto & Vehicles,1,2018-06-02,-67
96,5386,AUTO_AND_VEHICLES,4.4,2680,2200000.0,500000.0,0,0.0,1,Auto & Vehicles,2018-03-20,1.03,4.0.3 and up,4,Auto & Vehicles,1,2018-03-20,-141
97,4812,AUTO_AND_VEHICLES,4.0,1288,4500000.0,100000.0,0,0.0,1,Auto & Vehicles,2018-04-21,2.17,4.0 and up,4,Auto & Vehicles,1,2018-04-21,-109
98,5289,BEAUTY,4.7,18900,17000000.0,500000.0,0,0.0,1,Beauty,2018-08-02,6.10.1,5.0 and up,5,Beauty,1,2018-08-02,-6
99,9509,BEAUTY,4.9,49790,14000000.0,1000000.0,0,0.0,1,Beauty,2017-11-09,2.3.0,4.1 and up,5,Beauty,1,2017-11-09,-272
100,6534,BEAUTY,4.7,1150,9800000.0,100000.0,0,0.0,1,Beauty,2018-05-15,4.0,4.1 and up,5,Beauty,1,2018-05-15,-85
101,1562,BEAUTY,3.9,1739,21000000.0,500000.0,0,0.0,1,Beauty,2018-07-12,1.0.6,4.0.3 and up,5,Beauty,1,2018-07-12,-27
102,6230,BEAUTY,3.9,32090,13795744.680851065,1000000.0,0,0.0,1,Beauty,2016-10-24,Varies with device,Varies with device,5,Beauty,1,2016-10-24,-653
103,1514,BEAUTY,4.2,2225,52000000.0,500000.0,0,0.0,1,Beauty,2018-02-28,1.6,4.1 and up,5,Beauty,1,2018-02-28,-161
104,5105,BEAUTY,4.6,4369,14000000.0,100000.0,0,0.0,1,Beauty,2018-07-25,1.9,4.0.3 and up,5,Beauty,1,2018-07-25,-14
105,4444,BEAUTY,4.3,8572,25000000.0,1000000.0,0,0.0,1,Beauty,2018-05-10,1.1.0,4.0 and up,5,Beauty,1,2018-05-10,-90
106,8472,BEAUTY,4.7,964,9000000.0,50000.0,0,0.0,1,Beauty,2018-06-21,4.0,4.2 and up,5,Beauty,1,2018-06-21,-48
107,8704,BEAUTY,4.7,42050,13795744.680851065,1000000.0,0,0.0,1,Beauty,2018-06-05,5.4,5.0 and up,5,Beauty,1,2018-06-05,-64
108,7167,BEAUTY,4.8,104,12000000.0,10000.0,0,0.0,1,Beauty,2018-06-26,1.3,4.0.3 and up,5,Beauty,0,2018-06-26,-43
109,7728,BEAUTY,4.2,17934,13795744.680851065,1000000.0,0,0.0,1,Beauty,2017-09-12,Varies with device,Varies with device,5,Beauty,1,2017-09-12,-330
110,8159,BEAUTY,4.3,601,35000000.0,100000.0,0,0.0,1,Beauty,2018-06-02,2.0.0,4.0 and up,5,Beauty,1,2018-06-02,-67
111,2633,BEAUTY,4.5,36,6700000.0,10000.0,0,0.0,1,Beauty,2018-07-26,6.0,4.0 and up,5,Beauty,0,2018-07-26,-13
112,7730,BEAUTY,4.1,187,30000000.0,50000.0,0,0.0,4,Beauty,2018-07-24,3.0.1,4.0.3 and up,5,Beauty,1,2018-07-24,-15
113,9149,BEAUTY,4.2785714285714285,182,5700000.0,100000.0,0,0.0,2,Beauty,2017-09-20,8.0,3.0 and up,5,Beauty,1,2017-09-20,-322
114,4083,BEAUTY,4.2,30,2900000.0,10000.0,0,0.0,1,Beauty,2018-04-09,3.3.9,4.0.3 and up,5,Beauty,0,2018-04-09,-121
115,6964,BEAUTY,4.5,134,17000000.0,10000.0,0,0.0,1,Beauty,2018-03-01,1.20,4.0.3 and up,5,Beauty,0,2018-03-01,-160
116,8030,BEAUTY,4.4,74,2900000.0,10000.0,0,0.0,1,Beauty,2018-04-05,2.3.09,4.0.3 and up,5,Beauty,0,2018-04-05,-125
117,1509,BEAUTY,4.0,113715,13795744.680851065,10000000.0,0,0.0,1,Beauty,2017-08-03,Varies with device,Varies with device,5,Beauty,3,2017-08-03,-370
118,4850,BEAUTY,4.1,3595,13795744.680851065,500000.0,0,0.0,1,Beauty,2018-05-24,Varies with device,4.0 and up,5,Beauty,1,2018-05-24,-76
119,6231,BEAUTY,4.1,9315,2600000.0,1000000.0,0,0.0,1,Beauty,2017-11-21,1.4.2,4.0 and up,5,Beauty,1,2017-11-21,-260
120,1515,BEAUTY,4.4,75,4200000.0,50000.0,0,0.0,1,Beauty,2017-10-18,1.0.0,4.0.3 and up,5,Beauty,1,2017-10-18,-294
121,5104,BEAUTY,4.6,38,7100000.0,10000.0,0,0.0,1,Beauty,2018-05-29,1.0,4.0 and up,5,Beauty,0,2018-05-29,-71
122,7738,BEAUTY,4.5,26834,57000000.0,1000000.0,0,0.0,1,Beauty,2018-07-24,18.5,5.0 and up,5,Beauty,1,2018-07-24,-15
123,6037,BEAUTY,4.2785714285714285,119,3700000.0,50000.0,0,0.0,1,Beauty,2018-07-23,1.3,4.1 and up,5,Beauty,1,2018-07-23,-16
124,8036,BEAUTY,3.9,2277,22000000.0,500000.0,0,0.0,1,Beauty,2018-07-12,1.1.0,4.0.3 and up,5,Beauty,1,2018-07-12,-27
125,4443,BEAUTY,4.4,2280,24000000.0,500000.0,0,0.0,1,Beauty,2018-05-14,1.1.0,4.0 and up,5,Beauty,1,2018-05-14,-86
126,7832,BEAUTY,4.2785714285714285,654,7400000.0,100000.0,0,0.0,4,Beauty,2018-07-17,1.15,4.1 and up,5,Beauty,1,2018-07-17,-22
127,4338,BEAUTY,4.6,184,21000000.0,10000.0,0,0.0,1,Beauty,2018-07-02,1.5,4.1 and up,5,Beauty,0,2018-07-02,-37
128,6018,BEAUTY,3.8,9,3400000.0,5000.0,0,0.0,1,Beauty,2018-06-07,1.0,4.0 and up,5,Beauty,0,2018-06-07,-62
129,7717,BEAUTY,4.2785714285714285,77,2900000.0,10000.0,0,0.0,3,Beauty,2017-08-08,2.0,2.3 and up,5,Beauty,0,2017-08-08,-365
130,7388,BEAUTY,4.2785714285714285,35,3100000.0,10000.0,0,0.0,2,Beauty,2017-12-11,2.0,3.0 and up,5,Beauty,0,2017-12-11,-240
131,3295,BEAUTY,4.0,364,6400000.0,100000.0,0,0.0,1,Beauty,2018-05-24,1.1,4.0.3 and up,5,Beauty,1,2018-05-24,-76
132,4081,BEAUTY,4.3,18,3200000.0,5000.0,0,0.0,1,Beauty,2018-06-01,1.2.13,4.0.3 and up,5,Beauty,0,2018-06-01,-68
133,3465,BEAUTY,4.5,473,8200000.0,100000.0,0,0.0,3,Beauty,2017-03-01,1.0.2.0,1.6 and up,5,Beauty,1,2017-03-01,-525
134,5690,BEAUTY,4.2785714285714285,30,9900000.0,10000.0,0,0.0,3,Beauty,2018-01-24,3.0,3.0 and up,5,Beauty,0,2018-01-24,-196
135,8031,BEAUTY,4.1,66,2900000.0,10000.0,0,0.0,1,Beauty,2018-04-05,3.1.89,4.0.3 and up,5,Beauty,0,2018-04-05,-125
136,7339,BEAUTY,3.7,3871,23000000.0,1000000.0,0,0.0,1,Beauty,2018-07-30,2.2.0,4.0 and up,5,Beauty,1,2018-07-30,-9
137,6171,BEAUTY,4.7,257,4600000.0,50000.0,0,0.0,1,Beauty,2017-08-07,1.0,4.0.3 and up,5,Beauty,1,2017-08-07,-366
138,4855,BEAUTY,4.2,62,3100000.0,10000.0,0,0.0,1,Beauty,2018-05-28,1.9.2,4.0.3 and up,5,Beauty,0,2018-05-28,-72
139,8975,BOOKS_AND_REFERENCE,4.6,2914724,13701160.0,100000000.0,0,0.0,4,Books & Reference,2018-08-01,Varies with device,Varies with device,7,Books & Reference,3,2018-08-01,-7
140,3517,BOOKS_AND_REFERENCE,4.5,1857,4900000.0,50000.0,0,0.0,1,Books & Reference,2018-08-03,1.3.2,4.4 and up,7,Books & Reference,1,2018-08-03,-5
141,3371,BOOKS_AND_REFERENCE,4.6,4478,9500000.0,100000.0,0,0.0,2,Books & Reference,2017-07-31,1.1,4.0 and up,7,Books & Reference,1,2017-07-31,-373
142,9096,BOOKS_AND_REFERENCE,4.4,577550,13701160.0,10000000.0,0,0.0,1,Books & Reference,2018-08-02,Varies with device,Varies with device,7,Books & Reference,3,2018-08-02,-6
143,685,BOOKS_AND_REFERENCE,4.2,814080,13701160.0,100000000.0,0,0.0,4,Books & Reference,2018-07-27,Varies with device,Varies with device,7,Books & Reference,3,2018-07-27,-12
144,2686,BOOKS_AND_REFERENCE,4.5,246315,13701160.0,10000000.0,0,0.0,1,Books & Reference,2015-07-17,Varies with device,1.5 and up,7,Books & Reference,3,2015-07-17,-1118
145,3260,BOOKS_AND_REFERENCE,4.5,454060,13701160.0,10000000.0,0,0.0,1,Books & Reference,2018-05-18,Varies with device,Varies with device,7,Books & Reference,3,2018-05-18,-82
146,6512,BOOKS_AND_REFERENCE,4.5,155446,13701160.0,10000000.0,0,0.0,4,Books & Reference,2018-04-25,Varies with device,Varies with device,7,Books & Reference,3,2018-04-25,-105
147,4637,BOOKS_AND_REFERENCE,4.5,418,4200000.0,100000.0,0,0.0,1,Books & Reference,2018-03-27,2.1,4.1 and up,7,Books & Reference,1,2018-03-27,-134
148,1729,BOOKS_AND_REFERENCE,4.4,22486,5400000.0,1000000.0,0,0.0,4,Books & Reference,2018-06-06,3.2.1,4.0 and up,7,Books & Reference,1,2018-06-06,-63
149,4121,BOOKS_AND_REFERENCE,4.5,203130,13701160.0,10000000.0,0,0.0,1,Books & Reference,2018-06-28,Varies with device,Varies with device,7,Books & Reference,3,2018-06-28,-41
150,3976,BOOKS_AND_REFERENCE,4.6,1435,2800000.0,500000.0,0,0.0,1,Books & Reference,2018-01-21,1.0,4.0 and up,7,Books & Reference,1,2018-01-21,-199
